VTX, IDX, _input0.x, _input0.y, _input0.z, _input2.x, _input2.y, _input2.z, _input3.x, _input3.y, _input3.z, _input3.w, _input1.x, _input1.y, _input4.x, _input4.y, _input5.x, _input5.y, _input5.z, _input6.x, _input6.y, _input6.z, _input6.w, _input7.x, _input7.y, _input7.z, _input7.w
4712, 1190, 0.05044, -0.09855, 1.06665, -0.18934, -0.56668, -0.80189, -0.89271, -0.24077, 0.38093, -1.00, 0.45831, 0.43633, -0.00092, 0.40838, 0.05044, -0.09855, 1.06665, 0.69742, 0.25016, 0.05243, 0.00, 12, 13, 15, 0
4713, 1186, 0.03894, -0.10192, 1.07119, -0.13187, -0.55914, -0.81852, -0.90666, -0.26576, 0.32762, -1.00, 0.466, 0.43633, 0.00483, 0.39599, 0.03894, -0.10192, 1.07119, 0.66087, 0.3073, 0.03183, 0.00, 12, 13, 15, 0
4714, 1188, 0.05005, -0.09931, 1.06583, -0.02181, -0.8119, -0.58339, -0.89406, -0.24531, 0.37481, -1.00, 0.45831, 0.43509, -0.00042, 0.43482, 0.05005, -0.09931, 1.06583, 0.69672, 0.25139, 0.05189, 0.00, 12, 13, 15, 0
4715, 1190, 0.05044, -0.09855, 1.06665, -0.18934, -0.56668, -0.80189, -0.89271, -0.24077, 0.38093, -1.00, 0.45831, 0.43633, -0.00092, 0.40838, 0.05044, -0.09855, 1.06665, 0.69742, 0.25016, 0.05243, 0.00, 12, 13, 15, 0
4716, 1187, 0.03906, -0.10363, 1.07094, -0.35146, 0.11366, -0.92928, -0.91347, -0.25907, 0.31379, -1.00, 0.466, 0.43756, -0.01031, 0.72115, 0.03906, -0.10363, 1.07094, 0.65424, 0.31568, 0.03008, 0.00, 12, 13, 15, 0
4717, 1190, 0.05044, -0.09855, 1.06665, -0.18934, -0.56668, -0.80189, -0.89271, -0.24077, 0.38093, -1.00, 0.45831, 0.43633, -0.00092, 0.40838, 0.05044, -0.09855, 1.06665, 0.69742, 0.25016, 0.05243, 0.00, 12, 13, 15, 0
4718, 1191, 0.05053, -0.10021, 1.06635, -0.41642, 0.13338, -0.89933, -0.89299, -0.24582, 0.37703, -1.00, 0.45831, 0.43756, -0.01084, 0.75022, 0.05053, -0.10021, 1.06635, 0.69265, 0.25698, 0.05037, 0.00, 12, 13, 15, 0
4719, 1188, 0.05005, -0.09931, 1.06583, -0.02181, -0.8119, -0.58339, -0.89406, -0.24531, 0.37481, -1.00, 0.45831, 0.43509, -0.00042, 0.43482, 0.05005, -0.09931, 1.06583, 0.69672, 0.25139, 0.05189, 0.00, 12, 13, 15, 0
4720, 1189, 0.06124, -0.09362, 1.05879, -0.23844, -0.57068, -0.78579, -0.88134, -0.21268, 0.4219, -1.00, 0.45062, 0.42839, 0.00285, 0.00023, 0.06124, -0.09362, 1.05879, 0.7403, 0.16979, 0.08991, 0.00, 12, 13, 15, 0
4721, 1192, 0.06263, -0.0961, 1.06016, -0.06965, -0.82647, -0.55866, -0.88124, -0.21148, 0.42272, -1.00, 0.45062, 0.43509, 0.00255, 0.41962, 0.06263, -0.0961, 1.06016, 0.73217, 0.18216, 0.08567, 0.00, 12, 13, 15, 0
4722, 1190, 0.05044, -0.09855, 1.06665, -0.18934, -0.56668, -0.80189, -0.89271, -0.24077, 0.38093, -1.00, 0.45831, 0.43633, -0.00092, 0.40838, 0.05044, -0.09855, 1.06665, 0.69742, 0.25016, 0.05243, 0.00, 12, 13, 15, 0
4723, 1188, 0.05005, -0.09931, 1.06583, -0.02181, -0.8119, -0.58339, -0.89406, -0.24531, 0.37481, -1.00, 0.45831, 0.43509, -0.00042, 0.43482, 0.05005, -0.09931, 1.06583, 0.69672, 0.25139, 0.05189, 0.00, 12, 13, 15, 0
4724, 1192, 0.06263, -0.0961, 1.06016, -0.06965, -0.82647, -0.55866, -0.88124, -0.21148, 0.42272, -1.00, 0.45062, 0.43509, 0.00255, 0.41962, 0.06263, -0.0961, 1.06016, 0.73217, 0.18216, 0.08567, 0.00, 12, 13, 15, 0
4725, 1192, 0.06263, -0.0961, 1.06016, -0.06965, -0.82647, -0.55866, -0.88124, -0.21148, 0.42272, -1.00, 0.45062, 0.43509, 0.00255, 0.41962, 0.06263, -0.0961, 1.06016, 0.73217, 0.18216, 0.08567, 0.00, 12, 13, 15, 0
4726, 1189, 0.06124, -0.09362, 1.05879, -0.23844, -0.57068, -0.78579, -0.88134, -0.21268, 0.4219, -1.00, 0.45062, 0.42839, 0.00285, 0.00023, 0.06124, -0.09362, 1.05879, 0.7403, 0.16979, 0.08991, 0.00, 12, 13, 15, 0
4727, 1193, 0.07133, -0.09146, 1.05365, -0.31868, -0.59915, -0.73448, -0.84624, -0.16924, 0.50522, -1.00, 0.44429, 0.42839, 0.00603, -0.01343, 0.07133, -0.09146, 1.05365, 0.75675, 0.12209, 0.12116, 0.00, 12, 15, 13, 0
4728, 1191, 0.05053, -0.10021, 1.06635, -0.41642, 0.13338, -0.89933, -0.89299, -0.24582, 0.37703, -1.00, 0.45831, 0.43756, -0.01084, 0.75022, 0.05053, -0.10021, 1.06635, 0.69265, 0.25698, 0.05037, 0.00, 12, 13, 15, 0
4729, 1190, 0.05044, -0.09855, 1.06665, -0.18934, -0.56668, -0.80189, -0.89271, -0.24077, 0.38093, -1.00, 0.45831, 0.43633, -0.00092, 0.40838, 0.05044, -0.09855, 1.06665, 0.69742, 0.25016, 0.05243, 0.00, 12, 13, 15, 0
4730, 1194, 0.06309, -0.09535, 1.06097, -0.24981, -0.55897, -0.79067, -0.8794, -0.21079, 0.42687, -1.00, 0.45062, 0.43633, 0.00358, 0.41485, 0.06309, -0.09535, 1.06097, 0.7326, 0.18111, 0.08629, 0.00, 12, 13, 15, 0
4731, 1190, 0.05044, -0.09855, 1.06665, -0.18934, -0.56668, -0.80189, -0.89271, -0.24077, 0.38093, -1.00, 0.45831, 0.43633, -0.00092, 0.40838, 0.05044, -0.09855, 1.06665, 0.69742, 0.25016, 0.05243, 0.00, 12, 13, 15, 0
4732, 1192, 0.06263, -0.0961, 1.06016, -0.06965, -0.82647, -0.55866, -0.88124, -0.21148, 0.42272, -1.00, 0.45062, 0.43509, 0.00255, 0.41962, 0.06263, -0.0961, 1.06016, 0.73217, 0.18216, 0.08567, 0.00, 12, 13, 15, 0
4733, 1194, 0.06309, -0.09535, 1.06097, -0.24981, -0.55897, -0.79067, -0.8794, -0.21079, 0.42687, -1.00, 0.45062, 0.43633, 0.00358, 0.41485, 0.06309, -0.09535, 1.06097, 0.7326, 0.18111, 0.08629, 0.00, 12, 13, 15, 0
4734, 1191, 0.05053, -0.10021, 1.06635, -0.41642, 0.13338, -0.89933, -0.89299, -0.24582, 0.37703, -1.00, 0.45831, 0.43756, -0.01084, 0.75022, 0.05053, -0.10021, 1.06635, 0.69265, 0.25698, 0.05037, 0.00, 12, 13, 15, 0
4735, 1194, 0.06309, -0.09535, 1.06097, -0.24981, -0.55897, -0.79067, -0.8794, -0.21079, 0.42687, -1.00, 0.45062, 0.43633, 0.00358, 0.41485, 0.06309, -0.09535, 1.06097, 0.7326, 0.18111, 0.08629, 0.00, 12, 13, 15, 0
4736, 1195, 0.06315, -0.09702, 1.06067, -0.45634, 0.14283, -0.87827, -0.88099, -0.21112, 0.42342, -1.00, 0.45062, 0.43756, -0.00453, 0.78708, 0.06315, -0.09702, 1.06067, 0.72917, 0.18673, 0.0841, 0.00, 12, 13, 15, 0
4737, 1192, 0.06263, -0.0961, 1.06016, -0.06965, -0.82647, -0.55866, -0.88124, -0.21148, 0.42272, -1.00, 0.45062, 0.43509, 0.00255, 0.41962, 0.06263, -0.0961, 1.06016, 0.73217, 0.18216, 0.08567, 0.00, 12, 13, 15, 0
4738, 1193, 0.07133, -0.09146, 1.05365, -0.31868, -0.59915, -0.73448, -0.84624, -0.16924, 0.50522, -1.00, 0.44429, 0.42839, 0.00603, -0.01343, 0.07133, -0.09146, 1.05365, 0.75675, 0.12209, 0.12116, 0.00, 12, 15, 13, 0
4739, 1196, 0.07297, -0.09381, 1.05479, -0.12781, -0.86317, -0.48847, -0.84461, -0.16345, 0.50982, -1.00, 0.44429, 0.43509, 0.0021, 0.41147, 0.07297, -0.09381, 1.05479, 0.75225, 0.12614, 0.12161, 0.00, 12, 13, 15, 0
4740, 1194, 0.06309, -0.09535, 1.06097, -0.24981, -0.55897, -0.79067, -0.8794, -0.21079, 0.42687, -1.00, 0.45062, 0.43633, 0.00358, 0.41485, 0.06309, -0.09535, 1.06097, 0.7326, 0.18111, 0.08629, 0.00, 12, 13, 15, 0
4741, 1192, 0.06263, -0.0961, 1.06016, -0.06965, -0.82647, -0.55866, -0.88124, -0.21148, 0.42272, -1.00, 0.45062, 0.43509, 0.00255, 0.41962, 0.06263, -0.0961, 1.06016, 0.73217, 0.18216, 0.08567, 0.00, 12, 13, 15, 0
4742, 1196, 0.07297, -0.09381, 1.05479, -0.12781, -0.86317, -0.48847, -0.84461, -0.16345, 0.50982, -1.00, 0.44429, 0.43509, 0.0021, 0.41147, 0.07297, -0.09381, 1.05479, 0.75225, 0.12614, 0.12161, 0.00, 12, 13, 15, 0
4743, 1196, 0.07297, -0.09381, 1.05479, -0.12781, -0.86317, -0.48847, -0.84461, -0.16345, 0.50982, -1.00, 0.44429, 0.43509, 0.0021, 0.41147, 0.07297, -0.09381, 1.05479, 0.75225, 0.12614, 0.12161, 0.00, 12, 13, 15, 0
4744, 1193, 0.07133, -0.09146, 1.05365, -0.31868, -0.59915, -0.73448, -0.84624, -0.16924, 0.50522, -1.00, 0.44429, 0.42839, 0.00603, -0.01343, 0.07133, -0.09146, 1.05365, 0.75675, 0.12209, 0.12116, 0.00, 12, 15, 13, 0
4745, 1197, 0.08028, -0.08984, 1.04715, -0.32422, -0.75683, -0.56753, -0.77444, -0.13218, 0.61869, -1.00, 0.43796, 0.42839, -0.0036, -0.15034, 0.08028, -0.08984, 1.04715, 0.76573, 0.15048, 0.08379, 0.00, 12, 15, 13, 0
4746, 1195, 0.06315, -0.09702, 1.06067, -0.45634, 0.14283, -0.87827, -0.88099, -0.21112, 0.42342, -1.00, 0.45062, 0.43756, -0.00453, 0.78708, 0.06315, -0.09702, 1.06067, 0.72917, 0.18673, 0.0841, 0.00, 12, 13, 15, 0
4747, 1194, 0.06309, -0.09535, 1.06097, -0.24981, -0.55897, -0.79067, -0.8794, -0.21079, 0.42687, -1.00, 0.45062, 0.43633, 0.00358, 0.41485, 0.06309, -0.09535, 1.06097, 0.7326, 0.18111, 0.08629, 0.00, 12, 13, 15, 0
4748, 1198, 0.07354, -0.09299, 1.05552, -0.32915, -0.57906, -0.74589, -0.83832, -0.18436, 0.51306, -1.00, 0.44429, 0.43633, 0.01227, 0.3964, 0.07354, -0.09299, 1.05552, 0.75246, 0.12553, 0.12201, 0.00, 12, 13, 15, 0
4749, 1194, 0.06309, -0.09535, 1.06097, -0.24981, -0.55897, -0.79067, -0.8794, -0.21079, 0.42687, -1.00, 0.45062, 0.43633, 0.00358, 0.41485, 0.06309, -0.09535, 1.06097, 0.7326, 0.18111, 0.08629, 0.00, 12, 13, 15, 0
4750, 1196, 0.07297, -0.09381, 1.05479, -0.12781, -0.86317, -0.48847, -0.84461, -0.16345, 0.50982, -1.00, 0.44429, 0.43509, 0.0021, 0.41147, 0.07297, -0.09381, 1.05479, 0.75225, 0.12614, 0.12161, 0.00, 12, 13, 15, 0
4751, 1198, 0.07354, -0.09299, 1.05552, -0.32915, -0.57906, -0.74589, -0.83832, -0.18436, 0.51306, -1.00, 0.44429, 0.43633, 0.01227, 0.3964, 0.07354, -0.09299, 1.05552, 0.75246, 0.12553, 0.12201, 0.00, 12, 13, 15, 0
4752, 1195, 0.06315, -0.09702, 1.06067, -0.45634, 0.14283, -0.87827, -0.88099, -0.21112, 0.42342, -1.00, 0.45062, 0.43756, -0.00453, 0.78708, 0.06315, -0.09702, 1.06067, 0.72917, 0.18673, 0.0841, 0.00, 12, 13, 15, 0
4753, 1198, 0.07354, -0.09299, 1.05552, -0.32915, -0.57906, -0.74589, -0.83832, -0.18436, 0.51306, -1.00, 0.44429, 0.43633, 0.01227, 0.3964, 0.07354, -0.09299, 1.05552, 0.75246, 0.12553, 0.12201, 0.00, 12, 13, 15, 0
4754, 1199, 0.07357, -0.09468, 1.05521, -0.53182, 0.12592, -0.83745, -0.84257, -0.17805, 0.5083, -1.00, 0.44429, 0.43756, 0.00712, 0.79415, 0.07357, -0.09468, 1.05521, 0.75059, 0.12798, 0.12143, 0.00, 12, 13, 15, 0
4755, 1196, 0.07297, -0.09381, 1.05479, -0.12781, -0.86317, -0.48847, -0.84461, -0.16345, 0.50982, -1.00, 0.44429, 0.43509, 0.0021, 0.41147, 0.07297, -0.09381, 1.05479, 0.75225, 0.12614, 0.12161, 0.00, 12, 13, 15, 0
4756, 1197, 0.08028, -0.08984, 1.04715, -0.32422, -0.75683, -0.56753, -0.77444, -0.13218, 0.61869, -1.00, 0.43796, 0.42839, -0.0036, -0.15034, 0.08028, -0.08984, 1.04715, 0.76573, 0.15048, 0.08379, 0.00, 12, 15, 13, 0
4757, 1200, 0.08193, -0.09216, 1.04849, 0.00046, -0.97557, -0.21968, -0.78137, -0.13744, 0.60875, -1.00, 0.43796, 0.43509, 0.00287, 0.17962, 0.08193, -0.09216, 1.04849, 0.7613, 0.15026, 0.08844, 0.00, 12, 15, 13, 0
4758, 1198, 0.07354, -0.09299, 1.05552, -0.32915, -0.57906, -0.74589, -0.83832, -0.18436, 0.51306, -1.00, 0.44429, 0.43633, 0.01227, 0.3964, 0.07354, -0.09299, 1.05552, 0.75246, 0.12553, 0.12201, 0.00, 12, 13, 15, 0
4759, 1196, 0.07297, -0.09381, 1.05479, -0.12781, -0.86317, -0.48847, -0.84461, -0.16345, 0.50982, -1.00, 0.44429, 0.43509, 0.0021, 0.41147, 0.07297, -0.09381, 1.05479, 0.75225, 0.12614, 0.12161, 0.00, 12, 13, 15, 0
4760, 1200, 0.08193, -0.09216, 1.04849, 0.00046, -0.97557, -0.21968, -0.78137, -0.13744, 0.60875, -1.00, 0.43796, 0.43509, 0.00287, 0.17962, 0.08193, -0.09216, 1.04849, 0.7613, 0.15026, 0.08844, 0.00, 12, 15, 13, 0
4761, 1200, 0.08193, -0.09216, 1.04849, 0.00046, -0.97557, -0.21968, -0.78137, -0.13744, 0.60875, -1.00, 0.43796, 0.43509, 0.00287, 0.17962, 0.08193, -0.09216, 1.04849, 0.7613, 0.15026, 0.08844, 0.00, 12, 15, 13, 0
4762, 1197, 0.08028, -0.08984, 1.04715, -0.32422, -0.75683, -0.56753, -0.77444, -0.13218, 0.61869, -1.00, 0.43796, 0.42839, -0.0036, -0.15034, 0.08028, -0.08984, 1.04715, 0.76573, 0.15048, 0.08379, 0.00, 12, 15, 13, 0
4763, 1201, 0.10109, -0.08828, 1.03034, -0.28408, -0.83131, -0.47772, -0.78569, -0.08373, 0.61292, -1.00, 0.42401, 0.42839, -0.05809, 0.50856, 0.10109, -0.08828, 1.03034, 0.73048, 0.23248, 0.03704, 0.00, 12, 15, 13, 0
4764, 1200, 0.08193, -0.09216, 1.04849, 0.00046, -0.97557, -0.21968, -0.78137, -0.13744, 0.60875, -1.00, 0.43796, 0.43509, 0.00287, 0.17962, 0.08193, -0.09216, 1.04849, 0.7613, 0.15026, 0.08844, 0.00, 12, 15, 13, 0
4765, 1201, 0.10109, -0.08828, 1.03034, -0.28408, -0.83131, -0.47772, -0.78569, -0.08373, 0.61292, -1.00, 0.42401, 0.42839, -0.05809, 0.50856, 0.10109, -0.08828, 1.03034, 0.73048, 0.23248, 0.03704, 0.00, 12, 15, 13, 0
4766, 1202, 0.10168, -0.08831, 1.03175, 0.05212, -0.99006, -0.13066, -0.76247, -0.12395, 0.63504, -1.00, 0.42401, 0.43509, -0.03307, 0.5644, 0.10168, -0.08831, 1.03175, 0.73094, 0.2301, 0.03896, 0.00, 12, 15, 13, 0
4767, 1199, 0.07357, -0.09468, 1.05521, -0.53182, 0.12592, -0.83745, -0.84257, -0.17805, 0.5083, -1.00, 0.44429, 0.43756, 0.00712, 0.79415, 0.07357, -0.09468, 1.05521, 0.75059, 0.12798, 0.12143, 0.00, 12, 13, 15, 0
4768, 1198, 0.07354, -0.09299, 1.05552, -0.32915, -0.57906, -0.74589, -0.83832, -0.18436, 0.51306, -1.00, 0.44429, 0.43633, 0.01227, 0.3964, 0.07354, -0.09299, 1.05552, 0.75246, 0.12553, 0.12201, 0.00, 12, 13, 15, 0
4769, 1203, 0.08251, -0.0912, 1.04918, -0.29957, -0.76589, -0.56892, -0.76995, -0.15807, 0.61821, -1.00, 0.43796, 0.43633, -0.00184, 0.24192, 0.08251, -0.0912, 1.04918, 0.76127, 0.15075, 0.08797, 0.00, 12, 15, 13, 0
4770, 1198, 0.07354, -0.09299, 1.05552, -0.32915, -0.57906, -0.74589, -0.83832, -0.18436, 0.51306, -1.00, 0.44429, 0.43633, 0.01227, 0.3964, 0.07354, -0.09299, 1.05552, 0.75246, 0.12553, 0.12201, 0.00, 12, 13, 15, 0
4771, 1200, 0.08193, -0.09216, 1.04849, 0.00046, -0.97557, -0.21968, -0.78137, -0.13744, 0.60875, -1.00, 0.43796, 0.43509, 0.00287, 0.17962, 0.08193, -0.09216, 1.04849, 0.7613, 0.15026, 0.08844, 0.00, 12, 15, 13, 0
4772, 1203, 0.08251, -0.0912, 1.04918, -0.29957, -0.76589, -0.56892, -0.76995, -0.15807, 0.61821, -1.00, 0.43796, 0.43633, -0.00184, 0.24192, 0.08251, -0.0912, 1.04918, 0.76127, 0.15075, 0.08797, 0.00, 12, 15, 13, 0
4773, 1203, 0.08251, -0.0912, 1.04918, -0.29957, -0.76589, -0.56892, -0.76995, -0.15807, 0.61821, -1.00, 0.43796, 0.43633, -0.00184, 0.24192, 0.08251, -0.0912, 1.04918, 0.76127, 0.15075, 0.08797, 0.00, 12, 15, 13, 0
4774, 1200, 0.08193, -0.09216, 1.04849, 0.00046, -0.97557, -0.21968, -0.78137, -0.13744, 0.60875, -1.00, 0.43796, 0.43509, 0.00287, 0.17962, 0.08193, -0.09216, 1.04849, 0.7613, 0.15026, 0.08844, 0.00, 12, 15, 13, 0
4775, 1202, 0.10168, -0.08831, 1.03175, 0.05212, -0.99006, -0.13066, -0.76247, -0.12395, 0.63504, -1.00, 0.42401, 0.43509, -0.03307, 0.5644, 0.10168, -0.08831, 1.03175, 0.73094, 0.2301, 0.03896, 0.00, 12, 15, 13, 0
4776, 1199, 0.07357, -0.09468, 1.05521, -0.53182, 0.12592, -0.83745, -0.84257, -0.17805, 0.5083, -1.00, 0.44429, 0.43756, 0.00712, 0.79415, 0.07357, -0.09468, 1.05521, 0.75059, 0.12798, 0.12143, 0.00, 12, 13, 15, 0
4777, 1203, 0.08251, -0.0912, 1.04918, -0.29957, -0.76589, -0.56892, -0.76995, -0.15807, 0.61821, -1.00, 0.43796, 0.43633, -0.00184, 0.24192, 0.08251, -0.0912, 1.04918, 0.76127, 0.15075, 0.08797, 0.00, 12, 15, 13, 0
4778, 1204, 0.08255, -0.09302, 1.04898, -0.63557, 0.0814, -0.76774, -0.76815, -0.16642, 0.61826, -1.00, 0.43796, 0.43756, 0.00228, 0.79376, 0.08255, -0.09302, 1.04898, 0.75967, 0.15017, 0.09016, 0.00, 12, 15, 13, 0
4779, 1203, 0.08251, -0.0912, 1.04918, -0.29957, -0.76589, -0.56892, -0.76995, -0.15807, 0.61821, -1.00, 0.43796, 0.43633, -0.00184, 0.24192, 0.08251, -0.0912, 1.04918, 0.76127, 0.15075, 0.08797, 0.00, 12, 15, 13, 0
4780, 1202, 0.10168, -0.08831, 1.03175, 0.05212, -0.99006, -0.13066, -0.76247, -0.12395, 0.63504, -1.00, 0.42401, 0.43509, -0.03307, 0.5644, 0.10168, -0.08831, 1.03175, 0.73094, 0.2301, 0.03896, 0.00, 12, 15, 13, 0
4781, 1205, 0.10199, -0.08691, 1.03233, -0.15296, -0.91151, -0.38178, -0.74349, -0.14836, 0.65209, -1.00, 0.42401, 0.43633, -0.01559, 0.38464, 0.10199, -0.08691, 1.03233, 0.73065, 0.22946, 0.03989, 0.00, 12, 15, 13, 0
4782, 1204, 0.08255, -0.09302, 1.04898, -0.63557, 0.0814, -0.76774, -0.76815, -0.16642, 0.61826, -1.00, 0.43796, 0.43756, 0.00228, 0.79376, 0.08255, -0.09302, 1.04898, 0.75967, 0.15017, 0.09016, 0.00, 12, 15, 13, 0
4783, 1203, 0.08251, -0.0912, 1.04918, -0.29957, -0.76589, -0.56892, -0.76995, -0.15807, 0.61821, -1.00, 0.43796, 0.43633, -0.00184, 0.24192, 0.08251, -0.0912, 1.04918, 0.76127, 0.15075, 0.08797, 0.00, 12, 15, 13, 0
4784, 1205, 0.10199, -0.08691, 1.03233, -0.15296, -0.91151, -0.38178, -0.74349, -0.14836, 0.65209, -1.00, 0.42401, 0.43633, -0.01559, 0.38464, 0.10199, -0.08691, 1.03233, 0.73065, 0.22946, 0.03989, 0.00, 12, 15, 13, 0
4785, 1204, 0.08255, -0.09302, 1.04898, -0.63557, 0.0814, -0.76774, -0.76815, -0.16642, 0.61826, -1.00, 0.43796, 0.43756, 0.00228, 0.79376, 0.08255, -0.09302, 1.04898, 0.75967, 0.15017, 0.09016, 0.00, 12, 15, 13, 0
4786, 1205, 0.10199, -0.08691, 1.03233, -0.15296, -0.91151, -0.38178, -0.74349, -0.14836, 0.65209, -1.00, 0.42401, 0.43633, -0.01559, 0.38464, 0.10199, -0.08691, 1.03233, 0.73065, 0.22946, 0.03989, 0.00, 12, 15, 13, 0
4787, 1206, 0.1019, -0.08832, 1.03227, -0.66133, 0.06894, -0.74692, -0.74594, -0.16512, 0.64522, -1.00, 0.42401, 0.43756, 0.0179, 0.86231, 0.1019, -0.08832, 1.03227, 0.7311, 0.22923, 0.03967, 0.00, 12, 15, 13, 0
4788, 1207, -0.00994, -0.11176, 1.71078, -0.10943, -0.9617, 0.2513, -0.99393, 0.1087, -0.01682, -1.00, 0.11587, 0.97546, 0.01552, 0.76498, -0.00994, -0.11176, 1.71078, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
4789, 1208, 2.25073E-06, -0.11414, 1.70403, 0.00012, -0.96782, 0.25164, -0.9999, 0.00341, 0.01359, -1.00, 0.11099, 0.97185, 0.00319, 0.00062, 2.25073E-06, -0.11414, 1.70403, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
4790, 1209, 1.60217E-06, -0.11231, 1.71099, 0.00003, -0.96736, 0.25341, -0.99991, 0.00345, 0.01329, -1.00, 0.11105, 0.97555, 0.0126, 0.78425, 1.60217E-06, -0.11231, 1.71099, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
4791, 1210, 0.01104, -0.11176, 1.71078, 0.10395, -0.96224, 0.25158, -0.99445, -0.09644, 0.04203, -1.00, 0.10569, 0.9756, 0.0041, 0.76456, 0.01104, -0.11176, 1.71078, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
4792, 1209, 1.60217E-06, -0.11231, 1.71099, 0.00003, -0.96736, 0.25341, -0.99991, 0.00345, 0.01329, -1.00, 0.11105, 0.97555, 0.0126, 0.78425, 1.60217E-06, -0.11231, 1.71099, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
4793, 1208, 2.25073E-06, -0.11414, 1.70403, 0.00012, -0.96782, 0.25164, -0.9999, 0.00341, 0.01359, -1.00, 0.11099, 0.97185, 0.00319, 0.00062, 2.25073E-06, -0.11414, 1.70403, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
4794, 1207, -0.00994, -0.11176, 1.71078, -0.10943, -0.9617, 0.2513, -0.99393, 0.1087, -0.01682, -1.00, 0.11587, 0.97546, 0.01552, 0.76498, -0.00994, -0.11176, 1.71078, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
4795, 1211, -0.00951, -0.11392, 1.70259, -0.10414, -0.96286, 0.24909, -0.9945, 0.10365, -0.01511, -1.00, 0.1156, 0.97114, 0.00171, -1.54972E-06, -0.00951, -0.11392, 1.70259, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
4796, 1208, 2.25073E-06, -0.11414, 1.70403, 0.00012, -0.96782, 0.25164, -0.9999, 0.00341, 0.01359, -1.00, 0.11099, 0.97185, 0.00319, 0.00062, 2.25073E-06, -0.11414, 1.70403, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
4797, 1212, -0.01876, -0.11041, 1.71035, -0.19433, -0.94891, 0.24861, -0.98087, 0.1909, -0.03808, -1.00, 0.1202, 0.97535, 0.02592, 0.7818, -0.01876, -0.11041, 1.71035, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
4798, 1211, -0.00951, -0.11392, 1.70259, -0.10414, -0.96286, 0.24909, -0.9945, 0.10365, -0.01511, -1.00, 0.1156, 0.97114, 0.00171, -1.54972E-06, -0.00951, -0.11392, 1.70259, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
4799, 1207, -0.00994, -0.11176, 1.71078, -0.10943, -0.9617, 0.2513, -0.99393, 0.1087, -0.01682, -1.00, 0.11587, 0.97546, 0.01552, 0.76498, -0.00994, -0.11176, 1.71078, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
4800, 1210, 0.01104, -0.11176, 1.71078, 0.10395, -0.96224, 0.25158, -0.99445, -0.09644, 0.04203, -1.00, 0.10569, 0.9756, 0.0041, 0.76456, 0.01104, -0.11176, 1.71078, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
4801, 1208, 2.25073E-06, -0.11414, 1.70403, 0.00012, -0.96782, 0.25164, -0.9999, 0.00341, 0.01359, -1.00, 0.11099, 0.97185, 0.00319, 0.00062, 2.25073E-06, -0.11414, 1.70403, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
4802, 1213, 0.01062, -0.11392, 1.70259, 0.0984, -0.96339, 0.24938, -0.995, -0.09099, 0.0411, -1.00, 0.10584, 0.97128, -0.00432, 0.00007, 0.01062, -0.11392, 1.70259, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
4803, 1214, 0.01987, -0.11041, 1.71035, 0.19433, -0.94891, 0.2486, -0.98081, -0.18386, 0.06491, -1.00, 0.10136, 0.97563, -0.00422, 0.78222, 0.01987, -0.11041, 1.71035, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
4804, 1210, 0.01104, -0.11176, 1.71078, 0.10395, -0.96224, 0.25158, -0.99445, -0.09644, 0.04203, -1.00, 0.10569, 0.9756, 0.0041, 0.76456, 0.01104, -0.11176, 1.71078, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
4805, 1213, 0.01062, -0.11392, 1.70259, 0.0984, -0.96339, 0.24938, -0.995, -0.09099, 0.0411, -1.00, 0.10584, 0.97128, -0.00432, 0.00007, 0.01062, -0.11392, 1.70259, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
4806, 1211, -0.00951, -0.11392, 1.70259, -0.10414, -0.96286, 0.24909, -0.9945, 0.10365, -0.01511, -1.00, 0.1156, 0.97114, 0.00171, -1.54972E-06, -0.00951, -0.11392, 1.70259, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
4807, 1215, 2.38163E-06, -0.11896, 1.68544, -0.00007, -0.96806, 0.25072, -0.99989, 0.00374, 0.01416, -1.00, 0.11086, 0.96261, 0.00327, -0.00007, 2.38163E-06, -0.11896, 1.68544, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
